actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Bundesverband der Campingwirtschaft in Deutschland e.V (BVCD);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;28. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07282016_Stellungnahme_BVCD_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;2821;0;0;;
Bundesverband der Deutschen Binnenschifffahrt e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;27. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07272016_Stellungnahme_BDB_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;354;0;0;;
Bundesverband der Deutschen Incoming-Unternehmen e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;28. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07282016_Stellungnahme_BV_Deutscher_Incoming_Unternehmen_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;3025;0;0;;
Bundesverband der Deutschen Tourismuswirtschaft (BTW);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_BTW_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;2343;0;0;;
Bundesverband Deutscher Omnibusunternehmer (bdo);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;26. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07262016_Stellungnahme_bdo_RefE_Reiserecht.pdf?__blob=publicationFile&v=2;18/10822;1723;0;0;;
Deutscher  Anwaltverein (DAV);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;01. Aug 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/08012016_Stellungnahme_DAV_RefE_Reiserecht.pdf?__blob=publicationFile&v=2;18/10822;NA;0;0;;
Deutscher Ferienhausverband e.V. (DFV);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;01. Aug 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/08012016_Stellungnahme_DFV_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;5946;0;0;;
Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA Bundesverband);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DEHOGA_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;1750;0;0;;
Deutscher Industrie- und Handelskammertag (DIHK);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DIHK_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;1;0;0;;
Deutscher Reiseverband e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DRV_RefE_Reiserecht.pdf?__blob=publicationFile&v=2;18/10822;NA;0;0;;
Deutscher Tourismusverband e.V. (DTV);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_DTV_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;991;0;0;;
forum anders reisen e. V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_far_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;NA;0;0;;
Gesamtverband der Deutschen Versicherungswirtschaft (GDV);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_GDV_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;605;0;0;;
RDA Internationaler Bustouristikverband e. V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_RDA_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;NA;0;0;;
Verband Deutscher Verkehrsunternehmen e. V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;15. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07152016_Stellungnahme_VDV_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;1743;0;0;;
Verband Internet Reisevertrieb e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;28. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07282016_Stellungnahme_VIR_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;NA;0;0;;
Verband unabhängiger selbstständiger Reisebüros (VUSR);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_VUSR_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;NA;0;0;;
Verbraucherzentrale Bundesverband (vzbv);Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;27. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07272016_Stellungnahme_vzbv_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;18/10822;154;0;0;;
Verein zur Förderung der alternativen Streitschlichtung im Reiserecht e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;25. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07252016_Stellungnahme_FaSiR_RefE_Reiserecht.pdf?__blob=publicationFile&v=2;18/10822;NA;0;0;;
Bundesrat;Entwurf eines Gesetzes zur Änderung der Vorschriften über die Anfechtung der Vaterschaft und das Umgangsrecht von Bezugspersonen des Kindes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/Dokumente/BR-Stn_Vaterschaft_Umgabgsrecht-von-Bezugspersonen.html;28. Nov 03;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Dokumente/BR-Stn_Vaterschaft_Umgabgsrecht-von-Bezugspersonen.pdf?__blob=publicationFile&v=3;15/2253;2636;0;0;;
Aktionsbündniss „Urheberrecht für Bildung und Wissenschaft“;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;03. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10042016_Stellungnahme_Aktionsbuendniss_Urheberrecht_fuer_Bildung_und_Wissenschaft_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Allianz der Wissenschaftsorganisationen;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_Allianz_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Allianz Deutscher Produzenten – Film & Fernsehen e. V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;01. Nov 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/11012016_Stellungnahme_PA_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=3;;1073;0;0;;
Arbeitsgemeinschaft der Kanzlerinnen und Kanzler der Fachhochschulen in NRW;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;25. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10252016_Stellungnahme_LRK_KAG_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Arbeitsgemeinschaft Dokumentarfilm e.V. (AG DOK);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;31. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10312016_Stellungnahme_AGDOK_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;5827;0;0;;
Arbeitsgemeinschaft Privater Rundfunk (APR);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_APR_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;2592;0;0;;
ARD und ZDF;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_ARD_ZDF_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Börsenverein des Deutschen Buchhandels;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_BOEV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;486;0;0;;
Bundesrechtsanwaltskammer;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;27. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10272016_Stellungnahme_Bundesrechtsanwaltskammer_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;405;0;0;;
Bundesverband Bildender Künstlerinnen und Künstler (BBK);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;26. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10262016_Stellungnahme_BBK_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;2632;0;0;;
Bundesverband der deutschen Games-Branche e.V. (GAME);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_GAME_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Bundesverband der Deutschen Industrie e.V. (BDI);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;11. Nov 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/11112016_Stellungnahme_BDI_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;41;0;0;;
Bundesverband Informationswirtschaft, Telekommunikation und Neue Medien e.V. (bitkom);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_Bitkom_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Bundesverband Musikindustrie e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_BMI_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;3732;0;0;;
Bundesverband Regie e.V. (BVR);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_BVR_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Creative Commons Deutschland;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_CCDE_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Der Bevollmächtigte des Rates der EKD bei der Bundesrepublik Deutschland und der EU;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_EKD_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Deutsche Digitale Bibliothek;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;03. Nov 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/11032016_Stellungnahme_DDB_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Deutsche Gesellschaft für Recht und Informatik (DGRI) e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DGRI_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;3000;0;0;;
Deutsche Orchestervereinigung;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;27. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10272016_Stellungnahme_DOV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;3049;0;0;;
Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_GRUR_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=3;;NA;0;0;;
Deutscher Anwaltverein (DAV);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DAV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Deutscher Bibliotheksverband (dbv);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_dbv_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;2928;0;0;;
Deutscher Blinden- und Sehbehindertenverban-des e. V. (DBSV);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DBSV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Deutscher Gewerkschaftsbund (DGB);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;27. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10272016_Stellungnahme_DGB_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;26;0;0;;
Deutscher Journalisten-Verband e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;03. Nov 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/11032016_Stellungnahme_DJV_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;392;0;0;;
Deutscher Komponistenverbandes e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;27. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10272016_Stellungnahme_dkv_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Deutscher Kulturrat e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DK_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;1042;0;0;;
Deutscher Museumsbund e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DMB_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;3805;0;0;;
Deutscher Musikverleger-Verband e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;24. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10242016_Stellungnahme_DVM_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;3044;0;0;;
DFB und der DFL;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DFB_DFL_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
eco – Verband der Internetwirtschaft e. V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;12. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12122016_Stellungnahme_eco_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
eco – Verband der Internetwirtschaft e. V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_eco_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
Fachverband Rundfunk- und BreitbandKommunikation (FRK);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_FRK_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;;NA;0;0;;
