actor;law;link.law;date;link.statement;V10b;V4;PH
Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e. V. (BAGFW);Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;19. Feb 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/02192016_Stellungnahme_BAGFW_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=2;NA;12;
Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e. V. (BAGFW);Gesetz zur Erleichterung unternehmerischer Initiativen aus bürgerschaftlichem Engagement und zum Bürokratieabbau bei Genossenschaften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Buergerliches_Engagement.html;21. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12212016_Stellungnahme_BAGFW_Ref_Erleichterung_Initiativen_aus_buegerschaftlichem_Engagement.pdf?__blob=publicationFile&v=2;NA;12;
Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e. V. (BAGFW);Gesetz zur Umsetzung der Entscheidung des BVerfG zur Sukzessivadoption durch Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Sukzessivadoption.html;20. Feb 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/02202014_Stellungnahme_BAGFW_RefE_Sukzessivadoption.pdf?__blob=publicationFile&v=1;NA;12;
Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e.V. (BAGFW);Zweite Verordnung zur Änderung von Rechnungslegungsverordnungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verordnung_Aenderung_Rechnungslegungsverordnung.html;06. Sep 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/09092016_Stellungnahme_BAGFW_RefE_Rechnungslegungsverordnung.pdf?__blob=publicationFile&v=1;NA;12;
Bundesarbeitsgemeinschaft der Leitendenden Klinikärzte für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie e. V. (BAG);Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;11. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08112015_Stellungnahme_BAG_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;NA;
Bundesarbeitsgemeinschaft der Senioren-Organisationen e. V. (BAGSO);Gesetz zum Internationalen Erbrecht und zur Änderung von Vorschriften zum Erbschein;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Internationales_Erbrecht_Aenderung_Vorschriften_zum_Erbschein.html;28. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05282014_Stellungnahme_BAGSO_RefE_IntErbRVG.pdf?__blob=publicationFile&v=1;17/4666 (neu);NA;
Bundesarbeitsgemeinschaft der Träger Psychiatrischer Krankenhäuser (BAG Psychiatrie c/o kbo - Kliniken des Bezirks Oberbayern);Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;03. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01032017_Stellungnahme_BAG_Psychiatrie_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;5762;
Bundesarbeitsgemeinschaft Elterninitiativen (BAGE) e.V.;Gesetz zur Erleichterung unternehmerischer Initiativen aus bürgerschaftlichem Engagement und zum Bürokratieabbau bei Genossenschaften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Buergerliches_Engagement.html;23. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12232016_Stellungnahme_BAGE_Ref_Erleichterung_Initiativen_aus_buegerschaftlichem_Engagement.pdf?__blob=publicationFile&v=2;NA;NA;
Bundesarbeitsgemeinschaft Feministischer Organisationen gegen Sexuelle Gewalt an Mädchen und Frauen e. V. (BAG FORSA e. V.);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_BAG_FORSA_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitsgemeinschaft für Familien-Mediation e.V.;Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;28. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09282017_Stellungnahme_Evaluationsbericht-MediationsG_Bundesarbeitsgemeinschaft-Familien-Mediation.pdf?__blob=publicationFile&v=4;15/3045;NA;
Bundesarbeitsgemeinschaft für Straffälligenhilfe e. V. (BAGS);Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;01. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07012015_Stellungnahme_BAGS_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1;18/7244;2616;
Bundesarbeitsgemeinschaft Immobilienwirtschaft Deutschland (BID);Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;23. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05232014_Stellungnahme_BID_RefE_MietNovG.pdf?__blob=publicationFile&v=2;NA;NA;
Bundesarbeitsgemeinschaft Landesjugendamt Rheinland-Pfalz;Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;07. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05072015_Stellungnahme_BAG_Landesjugendaemter_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1;18/5901;NA;
Bundesarbeitsgemeinschaft Landesjugendämter;Gesetz zu dem Europäischen Übereinkommen vom 27. November 2008 über die Adoption von Kindern (revidiert);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Europaeisches_Uebereinkommen_November_2008_Adoption.html;03. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07032014_Stellungnahme_Landesjugendaemter_RefE_EU_Uebereinkommen_Adoption_von_Kindern.pdf?__blob=publicationFile&v=1;17/1878;NA;
Bundesarbeitsgemeinschaft Landesjugendämter;Gesetz zur Reform des Vormundschaftsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Reform_Vormundschaftsrecht.html;30. Nov 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/11302018_Stellungnahme_BAG-Landesjugendaemter_2-Diskussionsteilentwurf_Vormundschaftsrecht.pdf?__blob=publicationFile&v=2;NA;NA;
Bundesarbeitsgemeinschaft Landesjugendämter - Landesjugendamt Rheinland-Pfalz;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;04. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08042015_Stellungnahme_BAG_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=3;18/6985;NA;
Bundesarbeitsgemeinschaft Landesjugendämter, Landesjugendamt Rheinland-Pfalz;Gesetzes zur Änderung des Unterhaltsrechts und des Unterhaltsverfahrensrechts sowie zur Änderung der Zivilprozessordnung und kostenrechtlicher Vorschriften   ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Unterhaltsverfahrensrecht_Mindestunterhalt_saechliches-Existenminimum.html;09. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07092015_Stellungnahme_BAG_Landesjugendaemter_RefE_GE_Aenderung_Unterhaltsrecht.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitsgemeinschaft Landesjugendämter, Landesjugendamt Rheinland-Pfalz;Gesetz zur Umsetzung der Entscheidung des BVerfG zur Sukzessivadoption durch Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Sukzessivadoption.html;19. Feb 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/02192014_Stellungnahme_BAGLJAE_RefE_Sukzessivadoption.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitsgemeinschaft Psychiatrie-Erfahrener;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG_Psychatrie-Erfahrender_Fixierungen.pdf?__blob=publicationFile&v=2;NA;4540;
Bundesarbeitsgemeinschaft Psychiatrie-Erfahrener e. V. (BPE);Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;14. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12142016_Stellungnahme_Bundesarbeitsgemeinschaft_Psychiatrie_Erfahrener_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;4540;
Bundesarbeitsgemeinschaft Psychiatrie-Erfahrener e.V.;Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_BPE_Betreuerverguetung.pdf?__blob=publicationFile&v=3;NA;4540;
Bundesarbeitsgemeinschaft Schuldnerberatung e. V.;"Gesetz zur Fortentwicklung des Rechts des Pfändungsschutzkontos
und zur Änderung von Vorschriften des Pfändungsschutzes (Pfändungsschutzkonto-Fortentwicklungsgesetz – PKoFoG)";https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Pfaendungsschutzkonto-Fortentwicklungsgesetz.html;18. Dez 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/12182018_Stellungnahme_BAG_Diskussionsteilentwurf_Pf%C3%A4ndungsschutzkonto.pdf?__blob=publicationFile&v=2;NA;2479;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung und chronischer Erkrankung und ihren Angehörigen e. V. (BAG SELBSTHILFE);Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;04. Feb 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/02042016_Stellungnahme_BAG_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=2;NA;545;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung und chronischer Erkrankung und ihren Angehörigen e. V. (BAG SELBSTHILFE);Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;30. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12302016_Stellungnahme_BAG_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;545;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung und chronischer Erkrankung und ihren Angehörigen e. V. (BAG SELBSTHILFE);Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;07. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04072015_Stellungnahme_BAG_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=2;18/6446;545;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung und chronischer Erkrankung und ihren Angehörigen e.V.;Gesetz zur Erweiterung der Medienöffentlichkeit in Gerichtsverfahren und zur Verbesserung der Kommunikationshilfen für Sprach- und Hörbehinderte (EMöGG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Erweiterung_Medienoeffentlichkeit_Gerichtsverfahren.html;16. Jun 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/06162016_Stellungnahme_BAG_RefE_EMoeGG.pdf?__blob=publicationFile&v=3;NA;545;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung, chronischer Erkrankung und ihren Angehörigen e. V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG-Selbsthilfe_Fixierungen.pdf?__blob=publicationFile&v=2;NA;NA;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung, chronischer Erkrankung und ihren Angehörigen e.V.;Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_Selbsthilfe_Betreuerverguetung.pdf?__blob=publicationFile&v=2;NA;NA;
Bundesarbeitsgemeinschaft Täter-Opfer-Ausgleich e. V. (BAG TOA);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_BAG_TOA_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitsgemeinschaft unabhängiger Angehörigen-Vertretungen (BAGuAV);Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;31. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12312016_Stellungnahme_BAGuAV_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitsgemeinschaft Wohnungslosenhilfe e. V.;Gesetz zur Umsetzung von Empfehlungen des NSU-Untersuchungsausschusses des Deutschen Bundestages;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Empfehlung_NSU_Untersuchungsausschuss_BT.html;01. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07012014_Stellungnahme_BAG_Wohnungslosenhilfe_RefE_Umsetzung_Empfehlung_NSU_Untersuchungsausschuss_BT.pdf?__blob=publicationFile&v=1;NA;6053;
Bundesarbeitskreis Insolvenzgerichte e.V.;Änderung der Verordnung zu öffentlichen Bekanntmachungen in Insolvenzverfahren im Internet;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Oeffentliche_Bekannmachung_im_insolvenzverfahren_im_internet.html;03. Sep 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/090318_Stellungnahme_BAKinso_InsoBekV.pdf?__blob=publicationFile&v=1;15/4119;NA;
Bundesarbeitskreis Insolvenzgerichte e.V.;Gesetz zur Durchführung der Verordnung (EU) 2015/848 über Insolvenzverfahren;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verordnung_ueber_Insolvenzverfahren.html;09. Sep 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/09092016_Stellungnahme_BAKinso_Ref_EUInsVO.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitskreis Insolvenzgerichte e.V. (BAKinso);Drittes Gesetz zur Änderung der Insolvenzordnung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_zur_Aenderung_der_Insolvenzordnung.html;12. Aug 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/08122016_Stellungnahme_BAKinso_RefE_InsO.pdf?__blob=publicationFile&v=2;16/126;NA;
Bundesarbeitskreis Insolvenzgerichte e.V. (BAKinso);Gesetz zur Reform der strafrechtlichen Vermögensabschöpfung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Reform_strafrechtlichen_Vermoegensabschoepfung.html;04. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07042016_Stellungnahme_BAKinso_RefE_Reform_der_strafrechtlichen_Vermoegensabschoepfung.pdf?__blob=publicationFile&v=1;18/9525;NA;
Bundesarbeitskreis Insolvenzgerichte e.V. (BAKinso);Gesetz zur Regelung der Wertgrenze für die Nichtzulassungsbeschwerde in Zivilsachen, zum Ausbau der Spezialisierung bei den Gerichten sowie zur Änderung weiterer zivilprozessrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Wertgrenze_Nichtzulassungsbeschwerde_Zivilsachen.html;17. Jun 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/06172019_Stellungnahme_Bakinso_RefE_Wertgrenze_Nichtzulassungsbeschwerde.pdf?__blob=publicationFile&v=1;NA;NA;
Bundesarbeitskreis Insolvenzgerichts e. V. (BAKinso);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;21. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04212015_Stellungnahme_BAKinso_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;
Bundesarchitektenkammer;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Bundesarchitektenkammer_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;NA;1845;
Bundesarchitektenkammer;Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;23. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01232015_Stellungnahme_Bundesarchitektenkammer_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=2;NA;1845;
Bundesarchitektenkammer (BAK);Gesetz zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bauvertragsrecht.html;19. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11192015_Stellungnahme_BAK_RefE_Bauvertragsrecht.pdf?__blob=publicationFile&v=2;NA;1845;
Bundesarchitektenkammer (BAK);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;21. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12212015_Stellungnahme_BAK_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;1845;
Bundesarchitektenkammer e. V.;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;11. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08112015_Stellungnahme_Bundesarchitektenkammer_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;1845;
